98, 11:41:12.885252
98, 11:41:13.882559
97, 11:41:15.380052
97, 11:41:15.878480
96, 11:41:16.875282
96, 11:41:18.371772
95, 11:41:18.870432
95, 11:41:19.868160
94, 11:41:20.865487
94, 11:41:21.862850
93, 11:41:23.359198
92, 11:41:23.857796
92, 11:41:24.855570
91, 11:41:26.349419
90, 11:41:27.349087
90, 11:41:27.847808
90, 11:41:28.845868
90, 11:41:29.842958
90, 11:41:30.840754
90, 11:41:31.837763
90, 11:41:32.835557
91, 11:41:33.832967
91, 11:41:34.830511
91, 11:41:35.828187
92, 11:41:36.835652
93, 11:41:37.820598
93, 11:41:38.820888
93, 11:41:40.317143
94, 11:41:40.815564
94, 11:41:41.813090
95, 11:41:42.810769
95, 11:41:43.807935
95, 11:41:44.805759
95, 11:41:45.803104
94, 11:41:46.800692
94, 11:41:47.798510
94, 11:41:48.812462
94, 11:41:49.793081
93, 11:41:50.790722
92, 11:41:51.788299
91, 11:41:52.785644
90, 11:41:53.783219
90, 11:41:54.780909
91, 11:41:55.778472
91, 11:41:56.775807
91, 11:41:57.773495
91, 11:41:58.770903
91, 11:41:59.768341
91, 11:42:00.765824
91, 11:42:01.763051
90, 11:42:02.761126
90, 11:42:03.758416
89, 11:42:04.755795
88, 11:42:05.753278
87, 11:42:06.751154
87, 11:42:07.748277
86, 11:42:08.745954
86, 11:42:09.743428
86, 11:42:10.757406
86, 11:42:11.738596
87, 11:42:12.735945
89, 11:42:13.733430
89, 11:42:14.730973
90, 11:42:15.728517
89, 11:42:17.224843
89, 11:42:17.723543
88, 11:42:18.721069
88, 11:42:19.718577
89, 11:42:20.715960
89, 11:42:21.713749
89, 11:42:22.710993
90, 11:42:23.708676
89, 11:42:24.706153
88, 11:42:25.703385
88, 11:42:26.701400
88, 11:42:27.698651
83, 11:42:28.696037
82, 11:42:29.693985
81, 11:42:30.707990
81, 11:42:31.688476
81, 11:42:32.686178
81, 11:42:33.683593
81, 11:42:34.681169
80, 11:42:35.678955
